id,saleprice
2658,130845.95503829513
2718,152966.25651101116
2414,227359.48739939556
1989,113621.5959280124
625,202246.13516296353
333,62282.85106757842
1327,101758.02263034601
858,138364.47498467565
95,159576.9851241978
1568,182724.89091807324
2482,157583.2207904458
1364,135181.07907210756
2584,149884.67341140192
818,276784.1704643313
2673,186012.989659369
2089,147343.27869559173
1297,134966.70422657952
790,113449.0729817655
2616,228301.8914922364
720,196713.435357037
222,152041.9874992743
557,131754.17920535803
1148,183840.369478805
2766,167821.88457085378
534,187431.58105489332
1452,112481.85019768309
630,112540.7852128055
2648,127807.94150024
125,158037.3267016746
1904,13590.055255743675
1670,96914.52074768674
756,84168.44508723821
717,245257.11374422815
1032,154189.10685483553
852,236826.99484411255
1731,190656.87171996944
2639,122018.99813744985
2071,93372.6428252859
1267,112915.2385890754
1851,188844.72548537515
567,136009.42708729208
2439,222617.64987669606
1898,157262.36320926715
647,168429.56597430073
2256,225821.95256215986
979,79218.93559516873
1444,229755.5585133033
2485,130572.76777727064
157,136938.67088576127
88,121963.48470947705
2003,106294.1088565709
186,220829.6559426114
1425,251432.91295106895
2695,123151.14378289226
738,100483.36656805966
395,176124.66133155394
1353,171469.33828568552
1878,163417.11357164383
390,178355.18432510458
1456,240983.35495210625
1103,305332.1032334184
1387,96668.06674278714
2070,162929.72970343288
1199,184336.22384316009
2479,177030.00324723683
501,312491.4121654853
2362,76670.14555185102
1718,195026.0225214986
2188,59020.05401634518
1483,155941.36110432073
2557,77912.00744601246
437,318868.98929055966
2224,214365.07764304988
1628,186985.97979120165
397,143364.96505656466
587,208216.8972282121
971,175821.6501746187
2611,153040.82017151546
1887,80188.21795071661
2399,334101.3732501734
2148,206995.49187968206
304,135582.8091167705
1997,123645.28513074387
2817,110334.39134800341
1431,204783.3389158249
427,290789.1270388961
263,122598.77829498518
598,185173.81764583476
2895,266683.5999473743
687,153382.10243299138
1822,137978.90031212103
2191,111301.55602428317
179,127387.94310637098
1009,210604.3051971933
2010,119782.85528958403
1991,142198.8881292157
1411,209867.7072713077
1721,234289.88782070763
1144,202410.23811845854
593,233036.92073783837
575,305426.05715300795
1249,169189.06126570888
1604,131311.98496223986
1064,407540.68662811536
1923,150909.61436150037
1988,106316.99761824962
2325,181258.6725391941
114,207258.58732055314
2700,159752.4204956647
217,137293.18150511943
343,197720.36514716223
386,226840.7007962158
2005,123890.39526519738
2908,129769.59295312222
1814,239337.61840790324
2446,467760.7788656559
208,127429.87212243397
1679,111869.22911139857
822,317537.41145153064
6,204809.16545884684
1781,367724.55693316367
2397,284520.7300018547
2340,287046.59315296356
1618,184303.6330878297
2843,130265.78785361443
1061,338864.17195040826
2786,103892.13278242294
1935,140375.32420707028
1341,122910.5276861526
521,268282.418573075
2136,138091.37320994213
996,214205.12004754413
227,137029.0470297765
135,164084.0088323718
1167,176105.4217189299
294,230063.24962426722
1776,195599.11965650134
540,186386.8618167732
1717,194416.52800481115
2303,133405.99699993338
116,185772.53087940626
127,148801.51422909368
1371,138052.3052016152
1014,166558.70721170586
1507,110344.87834389415
702,147589.16496858
750,152864.60987345316
261,152911.061033573
1559,48418.22569624521
577,217992.57043693308
2812,199116.6862013042
2080,152767.3706020927
1368,119123.59924356174
2376,121694.65562060289
659,108546.0695310114
1235,136427.6095717186
332,42565.889015740715
1917,153933.43994352035
2094,245020.4679715652
1460,279066.5629670946
1471,225922.6386252148
1509,114790.7589588156
1922,139788.4078929266
433,416288.5941648651
460,250761.00405531377
1116,268216.72834769264
1137,190413.5924470313
53,180011.93178215157
2354,256500.09423945472
1475,207031.13587439992
1761,365345.53064771835
842,141714.53386337124
2739,174923.0708950041
2509,146471.5574815534
1007,202985.3152636625
2610,190491.7549612075
1952,65485.537077881396
2719,154782.3840985829
2921,62949.74286409188
1966,127531.2092286367
292,113960.28320762422
1204,217860.60063573718
1829,263164.33434531186
2419,198512.87598479167
391,172219.712070412
798,117505.89070024434
481,221776.30237002764
193,203087.21146950312
555,118440.70190133713
899,60420.147803163156
2357,224350.0839705523
328,135777.67319307383
1356,133325.38596747536
1154,90874.26927118842
1730,184495.91598396283
2249,172074.30615729187
1119,284510.67358556855
2856,119759.09921023156
1394,131914.43995949067
2587,117502.29910217505
61,295488.15205876436
2661,184720.01132063568
2711,122333.5000060657
1147,196167.13231441844
757,127896.41757671908
2623,79139.99110474065
2378,141773.44578329287
1413,157324.3664751146
1722,227188.37046571542
1112,217538.075856247
1623,210355.03527022526
1201,197605.34067059122
1513,104011.65200198907
957,425197.07996028755
1171,260461.18132235296
1145,210969.9003067389
2726,245967.58667393774
703,160638.63357476424
760,91459.59942670353
1964,143985.98031462636
2512,190100.91875688266
159,153045.28363687918
1281,189814.3529005684
468,173333.60439477675
290,133338.97928660642
665,102749.49330159836
1463,252222.02350099757
1792,223832.5438383473
923,142779.48123112693
500,277236.06896076724
1408,171582.5606297329
331,43913.39027050976
170,153230.93655039743
2192,80870.13204958942
2571,216916.8995518526
2314,185936.91357058566
2647,86937.98486800864
422,383987.85448338557
2457,331280.5980068799
1838,179814.39645952452
2805,241074.76419737097
1645,181497.37548057362
1711,284956.2526830239
2825,239688.25438984483
322,299225.21120827645
2103,261087.8286836259
342,124019.3261345001
600,131292.70206915122
488,190597.09737689607
1725,269336.98135741893
2246,275849.3734773118
2847,157461.20750065334
806,248176.49898514897
530,224001.97131766565
963,198241.18834485207
2678,63438.71736558899
171,85251.91002305318
2401,385523.12946726754
805,243983.75345485285
2259,268784.0122502763
1748,211546.5851889737
1361,133248.97064003255
1677,132184.6139566684
1406,171963.5878310213
2322,236237.03336156718
688,170176.8591504274
143,132976.53212807328
804,227121.84959081095
1214,175040.17606362235
2828,151240.53573769983
1999,178022.2056804374
2467,189675.12458622083
2665,179816.8552649906
1538,352591.41119476315
398,118789.2789525399
2822,151430.99755153153
2157,153946.49201318156
1856,176329.55863488093
1269,107304.30585804582
2570,108871.7460897034
2320,242279.1656152727
1517,144984.7197956508
2304,108396.23769861087
1312,97943.71672671102
2012,141196.93081478588
506,242474.31140448898
2865,193730.62352793198
2367,118821.65416655038
554,105042.21956941765
238,129556.41265028529
1954,108497.27656547353
2488,160771.70636037365
2291,56748.67989365943
1969,104886.71270147525
2725,175160.24530448858
1482,155947.08472582605
2763,210493.48346708436
503,262857.65141728614
1584,259364.70251572784
1531,129585.84478121623
2210,167861.30747792963
459,293462.02779398486
556,139349.97068107314
1347,130391.71170995664
1290,63825.74755653273
1388,95332.97875078488
1571,309889.43350627273
2754,203279.55483671091
765,138031.86693093646
2494,113322.62511993665
2870,244612.48794443253
7,221044.54493233934
