id,saleprice
2658,116814.4156627059
2718,213484.5097010536
2414,206306.16453636624
1989,100042.6987102339
625,204086.03558027465
333,191487.01723787375
1327,96711.66332491022
858,151836.56705705728
95,146879.86447649077
1568,191247.14561493695
2482,139154.67812051065
1364,144530.8071282655
2584,135458.2717669662
818,282481.40568711795
2673,160855.58738707285
2089,179609.70129441097
1297,126918.15677777492
790,141654.707292296
2616,222970.45626037195
720,179197.50591989327
222,217327.9002231583
557,196676.46443682536
1148,161837.47960650641
2766,167180.23746993672
534,182015.06148103252
1452,129089.91637838166
630,115730.0074389102
2648,109157.26720928214
125,153889.95745517407
1904,20320.993426524103
1670,102619.97124797571
756,106907.1051724637
717,212126.49054453243
1032,156817.7172437692
852,225839.7015767265
1731,167794.4739036942
2639,107826.3900821805
2071,164642.2938113287
1267,120333.99376612157
1851,179186.18863570597
567,131890.53602136113
2439,196127.98391776066
1898,152670.71632037405
647,170673.05066906847
2256,200237.7004580982
979,200350.83890791424
1444,221811.28980797622
2485,131475.10070477705
157,137706.33760648035
88,186129.03321738727
2003,95682.00362544693
186,199564.09551312216
1425,241374.824347917
2695,136260.90185833536
738,92549.70366727095
395,175770.47144762706
1353,160323.16879052855
1878,154821.66422072146
390,166494.53615203034
1456,236138.03997237235
1103,269042.00343737844
1387,149938.9859771207
2070,225824.85678015277
1199,177668.84076397307
2479,170720.47545838635
501,289611.6962624816
2362,86349.02323602792
1718,181660.3473812854
2188,99902.47909192741
1483,146047.23767080624
2557,66994.68868826143
437,308321.6654183315
2224,216578.79309883807
1628,165394.0274228882
397,151373.59675525222
587,191800.4827298997
971,162860.75061668083
2611,154757.45468198508
1887,93724.63571145665
2399,300619.81465606205
2148,205193.952883075
304,142707.93525720015
1997,118561.92514395807
2817,138795.0843875641
1431,214480.89548787288
427,268669.48005534615
263,137547.36806574464
598,178121.6453559082
2895,241341.3860870814
687,152141.24851931632
1822,198543.09493382648
2191,140466.49738290627
179,117220.45397360343
1009,184663.72247105744
2010,116682.85306138359
1991,142307.72616452817
1411,232526.28428634163
1721,206541.88638855983
1144,192445.52892340533
593,218674.0190356085
575,308073.2074045688
1249,170155.46598358266
1604,136520.7444888018
1064,369974.6299707154
1923,161284.89525233116
1988,103427.33402802143
2325,162944.73224453162
114,199759.74916231725
2700,215147.44372820016
217,198638.89445775375
343,196794.26850167755
386,209374.19472522195
2005,112047.60948549677
2908,132524.90623200964
1814,221406.81993122213
2446,409098.2521364633
208,117242.21128792036
1679,113501.76690660976
822,298167.8644165704
6,190699.87295301165
1781,318386.7250950774
2397,260629.59947350714
2340,245642.34877826273
1618,168094.87507903017
2843,182757.19344423246
1061,310574.6103826994
2786,121552.77974674664
1935,138606.36636149976
1341,116369.57740607671
521,246708.16400962137
2136,141323.01391661726
996,197319.90225819778
227,207769.96531225275
135,159930.3958546389
1167,165150.4912818689
294,216485.94178770296
1776,187733.31434820406
540,179903.91384460125
1717,179458.87033077702
2303,140519.05936780758
116,180655.43145128246
127,147559.45149500575
1371,144482.48064260557
1014,146390.4222357534
1507,152075.07216661703
702,137061.10154306144
750,136247.97063013725
261,163157.49523080792
1559,79391.72493298166
577,216361.19101501163
2812,199840.6838552272
2080,179503.13097382896
1368,111588.82821107283
2376,119569.9693647325
659,98451.70125303324
1235,140812.59951149207
332,171370.1666208757
1917,154732.18624447286
2094,232493.45262762904
1460,259846.92557847966
1471,222501.28963487037
1509,140638.57400188223
1922,147027.8007326685
433,383314.3887528572
460,220807.88136689644
1116,240952.85343722254
1137,180145.9756110292
53,172710.8738329066
2354,247825.76854828745
1475,201303.91381707974
1761,330480.80371041317
842,154449.6294586435
2739,203695.1076559443
2509,137638.37409000657
1007,177801.54493691772
2610,187160.7843715297
1952,60091.715741181746
2719,215220.13152468763
2921,190081.69859986939
1966,134236.99620644283
292,156215.46281758882
1204,208632.06164299417
1829,274776.52083194535
2419,177336.16758238245
391,161438.60943669453
798,136558.5753844492
481,202967.367471762
193,178291.45737743843
555,179075.77991074044
899,95044.47415110283
2357,212454.03965518065
328,253063.81318426225
1356,123875.34469083603
1154,154388.01656953339
1730,170478.18807755876
2249,160825.5366717633
1119,265936.65728889033
2856,169830.94615769852
1394,192813.99035086948
2587,118804.88407671638
61,271277.2456410676
2661,167239.56697228458
2711,182078.51623700187
1147,186454.87183669303
757,114497.85594283417
2623,86069.8897441281
2378,136805.14505900163
1413,185750.1460973369
1722,199501.79791548662
1112,214013.08115059044
1623,191263.93087765574
1201,189036.36692352407
1513,136571.8127704328
957,410435.6814727234
1171,224087.73596751876
1145,202713.72982759215
2726,241177.51203508954
