id,saleprice
2658,125955.72875054274
2718,151877.6971041062
2414,222961.95141472202
1989,118880.83239937667
625,201966.7218076419
333,74464.60369896004
1327,106351.93119171215
858,134380.9311032961
95,165635.6001543058
1568,184045.61826290656
2482,150574.1066901316
1364,134364.60967233405
2584,144869.8268464557
818,295685.12719404465
2673,172317.23656683275
2089,151328.4834633828
1297,138935.94492330635
790,115752.06684778444
2616,235285.7944344217
720,195348.35717491992
222,159805.09666651767
557,132037.95034250012
1148,186857.9316424122
2766,167701.8113984135
534,187873.4829031853
1452,114210.61516835261
630,109096.07277736254
2648,121121.61499754479
125,154535.13446986536
1904,29651.456633293536
1670,97700.41924687801
756,85410.56970954966
717,245109.62253842084
1032,158812.0619594287
852,227515.68824695284
1731,192390.74559436087
2639,111765.74869428203
2071,99774.06036785245
1267,128649.53677474568
1851,191410.0158803421
567,143481.55468469765
2439,225320.3462594878
1898,159708.48476163903
647,165179.3012903137
2256,222053.37655744795
979,86027.94423915213
1444,224146.75725475745
2485,136628.8282435974
157,143156.72282550065
88,127709.81599890115
2003,105954.30415228615
186,233185.6911694198
1425,254956.97808891442
2695,120456.66162215406
738,101294.62459182227
395,171916.2590853516
1353,175393.26768959546
1878,157358.58094134508
390,176139.76123363804
1456,238271.73281501746
1103,300284.15509054065
1387,105107.70299509447
2070,162387.82874308713
1199,180050.36215308495
2479,172488.73737454833
501,311917.8766522049
2362,84211.92764923675
1718,192732.61611712724
2188,81615.03549778368
1483,154504.53835760104
2557,86010.64251041505
437,328984.9494334096
2224,213487.90238759154
1628,192606.7689998774
397,143034.03569359845
587,199117.8958743522
971,172028.00885685626
2611,147887.08585986728
1887,84338.06839489378
2399,327838.1869828417
2148,209187.87157953437
304,130649.65751539404
1997,121973.5855923905
2817,110178.80231298646
1431,200266.17954096897
427,291111.59361842787
263,129554.36977266148
598,176876.75122389104
2895,263331.6608463656
687,157930.92126112385
1822,141350.59590330068
2191,102979.49145605369
179,127921.1110739084
1009,207760.9682868342
2010,125081.52334278496
1991,141115.28368591797
1411,210993.72713466547
1721,226768.7968741241
1144,194125.515775437
593,231863.92002419056
575,301143.3691564556
1249,165128.40118105197
1604,138739.06198201468
1064,421899.1375163179
1923,150870.29818503791
1988,107801.74840311334
2325,178520.513983069
114,201785.43978384836
2700,158887.48454055237
217,126984.99150591111
343,202672.15721670073
386,233599.93380835187
2005,123712.36185159627
2908,131148.81211234024
1814,237115.8141950518
2446,504582.16559706256
208,131644.6498989244
1679,115855.3821006855
822,317762.22483688267
6,197362.65492888587
1781,366457.0495599597
2397,285007.1908728224
2340,286943.67561369715
1618,175265.87470847508
2843,108991.49205987714
1061,345886.07738958066
2786,109787.27340460289
1935,143361.00517257024
1341,123540.78686326835
521,271450.1263997974
2136,137910.44906495744
996,209813.45750590786
227,138406.29001199827
135,155618.14824964432
1167,173134.02820664458
294,223160.93031894648
1776,197759.4883149024
540,186741.17770414054
1717,191667.45979866432
2303,138883.9585648179
116,187414.22861002013
127,141448.84882953623
1371,136511.63321053516
1014,158309.14213404479
1507,114772.47086553974
702,138920.41165895294
750,148762.64821062516
261,139620.40488284314
1559,60887.082152561285
577,215413.30539162038
2812,199998.1628864566
2080,145236.57034198008
1368,120562.73744314257
2376,128879.10059292428
659,117418.24160183733
1235,135798.73661824362
332,52793.88434071047
1917,155093.981529878
2094,247719.4116099379
1460,283498.8694895273
1471,219243.7020241497
1509,113371.1303507397
1922,141166.47837645188
433,444016.2771675256
460,251800.25977612473
1116,258438.9989487878
1137,185080.620684681
53,174168.36683420278
2354,256356.9403673592
1475,197773.92492366163
1761,433565.35734312655
842,148190.27027555835
2739,167428.1531660594
2509,153174.33618212026
1007,207128.19714294793
2610,188395.89886949398
1952,73965.5490701776
2719,153776.96942699468
2921,72617.2284432808
1966,130298.23252057284
292,107012.37958884751
1204,217315.51469385857
1829,267690.4469416761
2419,200128.4553951528
391,173487.3054187973
798,113637.53352723643
481,219174.2951173964
193,195904.87699789647
555,126194.30196782434
899,67810.75246227393
2357,217267.91243582498
328,140977.75595820555
1356,135355.55185136292
1154,91764.25723772077
1730,186546.58000741666
2249,170674.001287424
1119,282380.68751434237
2856,121920.66081251064
1394,129873.66570850369
2587,121535.75888702925
61,308298.6241802336
2661,191094.23396211723
2711,112502.77008683095
1147,183856.94615161605
757,128176.44915948017
2623,85552.96468400629
2378,141708.39508153638
1413,156666.58670493262
1722,218138.8336611078
1112,216249.0469333995
1623,209870.83318064222
1201,189762.67170230672
1513,101954.38903576927
957,391955.2050527856
1171,260865.51011703955
1145,203622.58068611985
2726,242935.8757220572
703,164344.86190297175
760,98113.2856416083
1964,140847.26567533938
2512,187498.68529380765
159,147484.2116314494
1281,185652.5438126023
468,175091.05028062686
290,140231.30535427853
665,102267.95059921453
1463,261303.30179985752
1792,227061.27657915233
923,140782.63395162765
500,270761.9301423584
1408,162119.21180340275
331,66665.59168014443
170,132084.07634429308
2192,92509.08623537933
2571,224997.58277007006
2314,183803.982121801
2647,92671.27026466466
422,402723.9369411599
2457,324444.06574895466
1838,185057.54631775478
2805,244714.36314151855
1645,177454.12395317247
1711,293592.15007815044
2825,240534.3930700575
322,311048.1142138168
2103,263401.08875771426
342,121532.57391001983
600,142502.34847930912
488,190440.65625153482
1725,275773.5743184374
2246,275774.2426539399
2847,157862.15856476314
806,246533.50845133513
530,228402.21709827194
963,195294.45486811316
2678,70094.18768422026
171,88745.05186881917
2401,397561.0328861815
805,241460.4209458949
2259,264833.126525376
1748,209705.90288055222
1361,133028.7320421976
1677,130630.73888472468
1406,173840.66923691425
2322,233428.1515448764
688,164525.2680870397
143,136426.85274978122
804,232366.07999701658
1214,165496.0882030232
2828,153067.56640426256
1999,177628.16726879962
2467,191619.00075881556
2665,184018.6538633001
1538,373487.9099304094
398,128698.80952081131
2822,147635.98437843332
2157,151457.9014702253
1856,171440.9471037872
1269,112337.75783791346
2570,111268.81914245244
2320,247873.46106722113
1517,141049.11509098904
2304,111329.90129812993
1312,101744.41566039808
2012,136813.12319450593
506,232907.22811288713
2865,187736.95232531335
2367,116586.0353336567
554,103183.85676123714
238,130357.91589690978
1954,109078.8488147175
2488,166504.7912471355
2291,66672.06799835339
1969,109896.28826731071
2725,177554.5861900444
1482,154508.50602648966
2763,208237.3647741438
503,258586.53459123615
1584,255920.84676732356
1531,126365.33509774273
2210,160559.37657624716
459,295723.05913505424
556,142033.14355880767
1347,125549.74630161608
1290,71484.51531244442
1388,87271.41215202957
1571,286959.47258178843
2754,203606.83609501878
765,142367.61628207192
2494,116980.81774187228
2870,220543.8518081489
7,218887.82565747062
1114,253104.75519383885
2418,283394.07728044596
291,97272.49458746426
18,317513.5135873747
39,336452.4935294478
1001,236136.19327755878
2442,239579.26748273103
616,120516.8621116667
2680,58051.65256284969
1414,121414.8748737555
289,120055.58789814264
40,247428.77099211654
860,134211.27280781744
409,138466.79399582325
673,152258.9467877997
2427,174552.17707863357
2036,236455.2672340679
2564,133600.66231657192
642,149108.31607263582
1008,197597.62935570348
1908,145539.4668601388
2519,204840.98901920673
1369,117524.89052465837
2855,161001.21868071612
712,94574.88020290807
1943,105301.95037997654
1958,133219.0923837251
107,161808.64131523343
2295,219590.2373515051
704,98214.78484879434
676,119534.68910058588
259,180669.0976902889
93,284188.94346315647
106,252638.91360734403
2315,191445.82962177275
1050,107805.10586768063
1095,227526.28242593352
2709,157197.70041163685
758,153177.8973437408
1496,158504.78927439405
2370,135452.15034894133
2458,288157.1976232049
2733,120885.23398862313
161,279421.1393231214
726,160262.06324398285
845,210142.95158574218
947,257272.35995536624
2232,127555.24832070805
2563,151357.7272977992
2299,128398.55849456927
211,86398.70348307816
605,160300.27138891956
1478,208660.85685762856
2247,277027.27787940064
2274,222127.49862151872
2869,202363.41228569392
967,222741.2647491009
2656,116048.86468376545
667,209390.7673408338
1042,129725.87682434125
2023,155375.28260699706
2447,381863.1498389705
2055,134112.67726498982
2275,270364.74299354106
2204,160361.74026963208
1563,264049.424728537
483,218824.54455840122
796,131230.2063763584
1526,148895.89995477535
2042,141998.02298732707
442,315936.06222873833
1693,302581.56938374555
1468,228950.43015598366
1430,197906.57961355802
2605,147001.29217887018
1529,205312.18072245503
335,146261.97294486407
1287,129990.73712167889
31,106681.33009019634
1785,299592.40423288755
82,193568.0665930421
2620,108275.54037936125
252,196354.3574732095
721,53339.776367975865
2165,180580.06115369964
2316,202789.58656207658
775,131316.3149652551
1558,80830.26337808045
17,235979.94658612506
1022,235288.0236349078
925,108331.42122541135
438,265280.64316043956
1270,126118.2281814618
1272,115433.54450201616
215,115917.76290891971
266,240304.11086852197
2402,274457.9703725809
1250,131444.27915261313
1984,138022.75259553408
1279,127092.54061979474
377,269139.554386334
1252,138254.9573832499
