id,saleprice
2658,124284.22256220412
2718,154034.5048830118
2414,224352.17833799124
1989,114641.34232273046
625,202968.9596719956
333,65690.14946008474
1327,103799.69760289602
858,134405.17426601332
95,164891.46705217566
1568,181951.35500752274
2482,151298.4028111808
1364,138540.64981972706
2584,149736.46625320334
818,277033.63418364245
2673,179525.0401114188
2089,146071.035728571
1297,137468.96231846232
790,117627.94400051888
2616,234777.60573732294
720,195240.54932607803
222,154320.62498055864
557,128163.87922735792
1148,188638.33958558552
2766,170721.4217894245
534,190206.2611214118
1452,110750.28076814953
630,113815.31150565948
2648,129504.33139717951
125,154115.52149633784
1904,12272.01008327771
1670,94054.9423831366
756,83046.14774669986
717,236443.2433339134
1032,156875.85111636762
852,229089.91180815268
1731,195625.52864109352
2639,115430.02947411872
2071,82901.65510087553
1267,116293.28118790034
1851,192604.31616030727
567,142181.9003264159
2439,224910.61286765244
1898,161546.48066451028
647,169789.90861004405
2256,224083.85878759995
979,82632.49162897654
1444,226835.89347636048
2485,134259.66467297263
157,137234.36490664072
88,122422.67069817055
2003,110931.66103568953
186,227658.50927088503
1425,254629.79700187314
2695,124552.95769835077
738,103420.74738415703
395,169380.3633332979
1353,176051.44426386151
1878,162529.41749081295
390,178172.53742131032
1456,239117.00854326226
1103,306480.8111515781
1387,101947.8325400753
2070,163805.46700325515
1199,182430.20462097507
2479,176299.8567030141
501,310082.842313976
2362,78622.8008536864
1718,198678.20701461658
2188,63912.27008968871
1483,155719.99349438492
2557,79170.11365158483
437,317381.6707353825
2224,214357.71776528005
1628,191846.5881408127
397,142187.46511412784
587,206123.14945795666
971,176078.30555659067
2611,151926.26437716745
1887,77862.045872855
2399,334827.2938754102
2148,210306.34230187163
304,136632.08730629738
1997,127287.65551544633
2817,113577.65060369298
1431,201828.70096613187
427,291880.9349414483
263,123215.97086549271
598,181166.2037366405
2895,268169.7696527736
687,157511.312708986
1822,138047.25181205012
2191,104499.1870714128
179,129087.98209915776
1009,209859.64678451885
2010,122375.73674205132
1991,144440.65188156348
1411,213774.5700381091
1721,227412.7182047041
1144,198841.32302015834
593,231179.055021286
575,302486.5674841972
1249,171127.59035884496
1604,133431.94664439652
1064,410778.6203892473
1923,153043.14937995747
1988,105250.88301215135
2325,181202.80439840443
114,207140.01045310684
2700,162281.24676592927
217,133831.57525969297
343,206198.51733329426
386,230836.3901220169
2005,124093.14300569333
2908,132319.06956455112
1814,239259.46190997213
2446,466301.51733293384
208,133527.52946487535
1679,114535.18352656718
822,317449.4478256218
6,199266.80363782123
1781,369474.2875781618
2397,288082.8285901742
2340,287636.9845325565
1618,178463.9924479248
2843,125676.2045907639
1061,338718.7256530151
2786,107035.92224955373
1935,142705.22721051704
1341,120246.95940885041
521,272314.43369901646
2136,132110.6608033469
996,211402.61200256273
227,137921.77319033723
135,160700.21308171842
1167,173691.99186391104
294,226478.5894452082
1776,199198.34247410763
540,189189.1549140243
1717,197371.14101265185
2303,134777.40392677486
116,186710.90049292706
127,138491.96734733693
1371,138615.22244261205
1014,165138.70441129152
1507,108804.45520954207
702,150539.52692512888
750,153755.8504716372
261,146143.6809488032
1559,48253.16768783424
577,220584.26403802168
2812,203458.31806418486
2080,152768.38746316265
1368,122653.01745537389
2376,123785.77359737922
659,108785.50908370689
1235,136777.81784071028
332,46513.93475369178
1917,155040.16814168636
2094,245181.6648049606
1460,282598.01969558466
1471,223896.41104239319
1509,114978.01111973636
1922,138804.60824009217
433,420854.7257302683
460,255985.07856030203
1116,260707.32800150104
1137,187780.34542860836
53,174329.84875789843
2354,260003.32937232405
1475,199895.36305895913
1761,365375.73512708116
842,144586.2304057954
2739,170653.92026367132
2509,152102.26394125726
1007,207220.00766238198
2610,192330.9943465013
1952,65808.6465824116
2719,157526.58060185052
2921,65867.20265447162
1966,131759.9349909313
292,119669.20644188486
1204,219298.12919485383
1829,265510.8557258686
2419,202623.26200203784
391,174709.69154359866
798,120953.9779900983
481,219795.89405129198
193,194654.75596220512
555,121434.3428332489
899,51400.31072597671
2357,215550.83424422424
328,134091.92830150016
1356,136762.0015910631
1154,88710.68810151424
1730,187788.73829063587
2249,169146.6908036638
1119,282642.2960947389
2856,125383.53741283529
1394,136282.5691785263
2587,118986.9187245816
61,296197.2358755134
2661,186178.82674804516
2711,116481.8328562798
1147,190336.29590658285
757,130270.84603757504
2623,76893.21900487691
2378,138819.44589529
1413,160921.0136267431
1722,220912.7479733834
1112,219734.05175615568
1623,213602.46641323064
1201,195142.5862833541
1513,98605.91130362917
957,418858.6633130405
1171,261359.804761583
1145,206053.9864573544
2726,248715.9234357588
703,162314.88398122136
760,96870.7438012762
1964,137993.4709830843
2512,187540.10811739694
159,155041.3459349675
1281,191515.34136935137
468,177580.23530824296
290,137063.58745046426
665,96220.0606418848
1463,255255.26376353204
1792,227272.50818697177
923,147425.73384743463
500,279425.42647252046
1408,173125.44315571897
331,51789.30880014878
170,149734.41134240013
2192,81538.37980454229
2571,210974.32959766965
2314,186115.28760119528
2647,87598.0064160563
422,383531.13122216985
2457,330364.4852833813
1838,184571.81930304505
2805,245091.64048143104
1645,175589.04177136347
1711,287805.63267445564
2825,243456.77070789319
322,302273.34762307536
2103,264276.24805030134
342,128103.2882008329
600,130568.23969020136
488,193472.5915693678
1725,273561.4152770145
2246,279109.03872155584
2847,162375.6032008659
806,244111.66276206635
530,227659.42424620874
963,196467.82072172035
2678,66694.07207148895
171,88989.28596620355
2401,383282.53280349355
805,240859.48369569238
2259,272337.22736742254
1748,208546.21071681753
1361,136172.72003372852
1677,133644.58766324632
1406,174152.25494927168
2322,240272.10269153304
688,171602.62418242637
143,138579.67380005773
804,230446.20753028337
1214,168949.66187061835
2828,151369.45758047607
1999,176332.37980458513
2467,193591.0503597567
2665,184218.63121532183
1538,355947.0002535628
398,120171.07307985984
2822,153352.81610029284
2157,153343.53536924254
1856,174817.51023413148
1269,105353.24461584073
2570,115206.55408824701
2320,245919.7242535306
1517,135678.68696501385
2304,109073.31562688481
1312,101710.14037584979
2012,140871.2388533894
506,236253.2297916878
2865,194422.26464648452
2367,120716.52725095581
554,99662.77276353072
238,132426.30587470997
1954,104508.26754794922
2488,161726.5851123659
2291,60008.90633571241
1969,102945.58240163699
2725,182097.84404136427
1482,155726.73125278018
2763,215202.02027875837
503,260758.43657976482
1584,259178.80390589312
1531,133171.19381968956
2210,164325.83935371507
459,292260.0108460495
556,140457.41734916065
1347,134729.3956782231
1290,66946.19530167058
1388,89215.49631686043
1571,308408.71171092615
2754,207255.46141087543
765,140532.76357178017
2494,115717.81972315628
2870,237705.61337903515
7,219270.14541345276
1114,255167.02904855926
2418,276782.0727015361
291,120406.51512660086
18,323609.37508147024
39,331480.99891601596
1001,239429.7195267463
2442,240760.94670585264
616,117617.50907845609
2680,48248.5701344274
1414,124520.35873648338
289,123012.44742870424
40,250303.36016221065
860,134390.28686456382
409,138321.9936617734
673,158132.88913138676
2427,176107.92244148627
2036,234192.64301931392
2564,140432.7798646139
642,159353.3546959171
1008,204524.3630582895
1908,159648.2666439889
2519,209975.304502937
1369,117821.62452961598
2855,161838.21937274653
712,90962.87630757596
1943,115747.44659230951
1958,138940.60049887095
107,169863.43212136906
2295,224438.47397754248
704,102631.06038428098
676,117267.5048789503
259,186638.4202999398
93,276334.75798214413
106,248572.05572335422
2315,194915.63092867844
1050,105403.39675664064
1095,228723.3552774135
2709,157949.71594038513
758,146627.96232856065
1496,159414.60886392742
2370,137474.79815317318
2458,292696.897117137
2733,121080.53781912476
161,272265.0661214972
726,159573.58837613463
845,212590.37868055608
947,252168.01889213547
2232,129530.90711729508
2563,153965.639051741
2299,141567.0654709991
211,80564.79526645318
605,163202.32957102451
1478,212673.02617234364
2247,280191.958779539
2274,228591.5332341995
2869,212710.26368511934
967,224610.60390432924
2656,109352.38076117355
667,215728.60153221898
1042,133786.7357695587
2023,162048.38548030797
2447,365712.0714512309
2055,131957.36329161096
2275,267833.4214712465
2204,161008.00712510757
1563,263222.8050895063
483,221530.37167456653
796,128926.54334434122
1526,152971.69152007252
2042,136760.3526347382
442,314219.41555271205
1693,295887.47330805846
1468,227580.6212605983
1430,200273.84090095386
2605,159994.2963235462
1529,202917.9821160864
335,150848.45669135544
1287,129958.96705523226
31,107965.82747760415
1785,301502.2425560346
82,192731.842408753
2620,115699.21209739987
252,197044.4140920136
721,48990.95249402616
2165,179617.8988611428
2316,205327.67775502335
775,127927.7103899857
1558,78673.69650910422
17,232829.64902484696
1022,239713.33149094135
925,107191.35901369527
438,265792.6459003994
